-2117483636,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12
7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7.2
7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7.2
9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14
