8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-2147483640
7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-2147483641
7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-2147483641
7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-2147483641
7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-2147483641
7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-2147483641
7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-2147483641
7,14,14,14,14,11,11,11,14,14,14,14,14,14,14,14,14,14,14,14,14,-2147483641
7,14,14,14,11,11,11,11,11,11,14,14,14,14,14,14,14,14,14,14,14,-2147483641
7,14,14,14,11,11,11,11,11,11,14,14,14,14,14,14,14,14,14,14,14,-2147483641
7,14,14,14,14,11,11,11,11,11,14,14,14,14,14,14,14,14,14,14,14,-2147483641
7,14,14,14,14,11,11,11,11,11,14,14,14,14,14,14,14,14,14,14,14,-2147483641
7,14,14,14,14,11,11,11,11,14,14,14,14,14,14,14,14,14,14,14,14,-2147483641
7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-2147483641
7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-2147483641
7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-2147483641
7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-2147483641
7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-2147483641
7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-2147483641
7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-2147483641
7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-2147483641
7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-2147483641
9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-2147483639
